"TIME","GEO","UNIT","CRIM","Value","Flag and Footnotes"
"2003","Finland","Number","Domestic burglary","7,373",""
"2003","Finland","Number","Motor vehicle theft","21,922",""
"2003","Finland","Number","Drug trafficking","5,974",""
"2003","Sweden","Number","Total","1,255,371",""
"2003","Sweden","Number","Homicide","85",""
"2003","Sweden","Number","Violent crime","83,782",""
"2003","Sweden","Number","Robbery","8,575",""
"2003","Sweden","Number","Domestic burglary","17,344",""
"2003","Sweden","Number","Motor vehicle theft","67,199",""
"2003","Sweden","Number","Drug trafficking","5,129",""
"2003","England and Wales","Number","Total","6,013,759",""
"2003","England and Wales","Number","Homicide","904",""
"2003","England and Wales","Number","Violent crime","1,133,506",""
"2003","England and Wales","Number","Robbery","103,736",""
"2003","England and Wales","Number","Domestic burglary","402,345",""
"2003","England and Wales","Number","Motor vehicle theft","291,858",""
"2003","England and Wales","Number","Drug trafficking","24,628",""
"2003","Scotland","Number","Total","406,979",""
"2003","Scotland","Number","Homicide","109",""
"2003","Scotland","Number","Violent crime","27,423",""
"2003","Scotland","Number","Robbery","4,159",""
"2003","Scotland","Number","Domestic burglary","24,828",""
"2003","Scotland","Number","Motor vehicle theft","17,843",""
"2003","Scotland","Number","Drug trafficking","9,044",""
"2003","Northern Ireland (UK)","Number","Total","127,953",""
"2003","Northern Ireland (UK)","Number","Homicide","33",""
"2003","Northern Ireland (UK)","Number","Violent crime","32,951",""
"2003","Northern Ireland (UK)","Number","Robbery","1,973",""
"2003","Northern Ireland (UK)","Number","Domestic burglary","8,943",""
"2003","Northern Ireland (UK)","Number","Motor vehicle theft","5,369",""
"2003","Northern Ireland (UK)","Number","Drug trafficking","405",""
"2003","Iceland","Number","Total","17,515",""
"2003","Iceland","Number","Homicide","0",""
"2003","Iceland","Number","Violent crime",":",""
"2003","Iceland","Number","Robbery","39",""
"2003","Iceland","Number","Domestic burglary","2,889",""
"2003","Iceland","Number","Motor vehicle theft",":",""
"2003","Iceland","Number","Drug trafficking","149",""
"2003","Liechtenstein","Number","Total","1,138",""
"2003","Liechtenstein","Number","Homicide","0",""
"2003","Liechtenstein","Number","Violent crime","109",""
"2003","Liechtenstein","Number","Robbery","3",""
"2003","Liechtenstein","Number","Domestic burglary","123",""
"2003","Liechtenstein","Number","Motor vehicle theft","14",""
"2003","Liechtenstein","Number","Drug trafficking","364",""
"2003","Norway","Number","Total","303,824",""
"2003","Norway","Number","Homicide","51",""
"2003","Norway","Number","Violent crime","20,039",""
"2003","Norway","Number","Robbery","1,437",""
"2003","Norway","Number","Domestic burglary","10,475",""
"2003","Norway","Number","Motor vehicle theft","20,130",""
"2003","Norway","Number","Drug trafficking","16,152",""
"2003","Switzerland","Number","Total","379,343",""
"2003","Switzerland","Number","Homicide","73",""
"2003","Switzerland","Number","Violent crime","10,151",""
"2003","Switzerland","Number","Robbery","4,344",""
"2003","Switzerland","Number","Domestic burglary","68,551",""
"2003","Switzerland","Number","Motor vehicle theft",":",""
"2003","Switzerland","Number","Drug trafficking","7,806",""
"2003","Montenegro","Number","Total","8,613",""
"2003","Montenegro","Number","Homicide","20",""
"2003","Montenegro","Number","Violent crime","3,940",""
"2003","Montenegro","Number","Robbery","3,908",""
"2003","Montenegro","Number","Domestic burglary",":",""
"2003","Montenegro","Number","Motor vehicle theft","78",""
"2003","Montenegro","Number","Drug trafficking","299",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Total","22,547",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Homicide","70",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Violent crime","860",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Robbery","573",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Domestic burglary","1,088",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Motor vehicle theft","560",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Drug trafficking","397",""
"2003","Serbia","Number","Total","90,419",""
"2003","Serbia","Number","Homicide","176",""
"2003","Serbia","Number","Violent crime","25,513",""
"2003","Serbia","Number","Robbery","21,126",""
"2003","Serbia","Number","Domestic burglary","6,890",""
"2003","Serbia","Number","Motor vehicle theft","3,056",""
"2003","Serbia","Number","Drug trafficking","2,492",""
"2003","Turkey","Number","Total","472,153",""
"2003","Turkey","Number","Homicide","5,062",""
"2003","Turkey","Number","Violent crime","96,209",""
"2003","Turkey","Number","Robbery","4,827",""
"2003","Turkey","Number","Domestic burglary","32,162",""
"2003","Turkey","Number","Motor vehicle theft","25,517",""
"2003","Turkey","Number","Drug trafficking","5,036",""
"2003","Albania","Number","Total",":",""
"2003","Albania","Number","Homicide",":",""
"2003","Albania","Number","Violent crime",":",""
"2003","Albania","Number","Robbery",":",""
"2003","Albania","Number","Domestic burglary",":",""
"2003","Albania","Number","Motor vehicle theft",":",""
"2003","Albania","Number","Drug trafficking",":",""
"2003","Bosnia and Herzegovina","Number","Total",":",""
"2003","Bosnia and Herzegovina","Number","Homicide",":",""
"2003","Bosnia and Herzegovina","Number","Violent crime",":",""
"2003","Bosnia and Herzegovina","Number","Robbery",":",""
"2003","Bosnia and Herzegovina","Number","Domestic burglary",":",""
"2003","Bosnia and Herzegovina","Number","Motor vehicle theft",":",""
"2003","Bosnia and Herzegovina","Number","Drug trafficking",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Homicide",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Violent crime",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Robbery",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Domestic burglary",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Motor vehicle theft",":",""
"2003","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Drug trafficking",":",""
"2003","Russia","Number","Total","2,756,398",""
"2003","Russia","Number","Homicide","31,630",""
"2003","Russia","Number","Violent crime",":",""
"2003","Russia","Number","Robbery","198,063",""
"2003","Russia","Number","Domestic burglary","260,068",""
"2003","Russia","Number","Motor vehicle theft","67,567",""
"2003","Russia","Number","Drug trafficking","174,537",""
"2003","South Africa","Number","Total","2,638,705",""
"2003","South Africa","Number","Homicide","19,824",""
"2003","South Africa","Number","Violent crime","886,212",""
"2003","South Africa","Number","Robbery","229,209",""
"2003","South Africa","Number","Domestic burglary","299,290",""
"2003","South Africa","Number","Motor vehicle theft","88,144",""
"2003","South Africa","Number","Drug trafficking","62,689",""
"2003","Canada","Number","Total","2,579,172",""
"2003","Canada","Number","Homicide","549",""
"2003","Canada","Number","Violent crime","305,667",""
"2003","Canada","Number","Robbery",":",""
"2003","Canada","Number","Domestic burglary","161,494",""
"2003","Canada","Number","Motor vehicle theft","174,208",""
"2003","Canada","Number","Drug trafficking","86,791",""
"2003","United States","Number","Total","11,826,538",""
"2003","United States","Number","Homicide","16,528",""
"2003","United States","Number","Violent crime","1,383,676",""
"2003","United States","Number","Robbery","414,235",""
"2003","United States","Number","Domestic burglary","2,154,834",""
"2003","United States","Number","Motor vehicle theft","1,261,226",""
"2003","United States","Number","Drug trafficking","28,549",""
"2003","Japan","Number","Total","2,790,444",""
"2003","Japan","Number","Homicide","1,452",""
"2003","Japan","Number","Violent crime","78,759",""
"2003","Japan","Number","Robbery","7,664",""
"2003","Japan","Number","Domestic burglary","333,233",""
"2003","Japan","Number","Motor vehicle theft","219,202",""
"2003","Japan","Number","Drug trafficking","3,803",""
"2003","Australia","Number","Total","1,098,103",""
"2003","Australia","Number","Homicide","341",""
"2003","Australia","Number","Violent crime","21,749",""
"2003","Australia","Number","Robbery","19,709",""
"2003","Australia","Number","Domestic burglary","232,246",""
"2003","Australia","Number","Motor vehicle theft","98,298",""
"2003","Australia","Number","Drug trafficking","14,753",""
"2003","New Zealand","Number","Total","442,489",""
"2003","New Zealand","Number","Homicide","44",""
"2003","New Zealand","Number","Violent crime","48,864",""
"2003","New Zealand","Number","Robbery","1,874",""
"2003","New Zealand","Number","Domestic burglary","39,015",""
"2003","New Zealand","Number","Motor vehicle theft","23,592",""
"2003","New Zealand","Number","Drug trafficking","2,267",""
"2004","Belgium","Number","Total","993,265",""
"2004","Belgium","Number","Homicide","266",""
"2004","Belgium","Number","Violent crime","109,007",""
"2004","Belgium","Number","Robbery","24,211",""
"2004","Belgium","Number","Domestic burglary","57,478",""
"2004","Belgium","Number","Motor vehicle theft","29,842",""
"2004","Belgium","Number","Drug trafficking","10,328",""
"2004","Bulgaria","Number","Total","142,093",""
"2004","Bulgaria","Number","Homicide","240",""
"2004","Bulgaria","Number","Violent crime","11,284",""
"2004","Bulgaria","Number","Robbery","4,131",""
"2004","Bulgaria","Number","Domestic burglary","25,565",""
"2004","Bulgaria","Number","Motor vehicle theft","1,268",""
"2004","Bulgaria","Number","Drug trafficking","2,412",""
"2004","Czech Republic","Number","Total","351,629",""
"2004","Czech Republic","Number","Homicide","134",""
"2004","Czech Republic","Number","Violent crime","24,025",""
"2004","Czech Republic","Number","Robbery","5,931",""
"2004","Czech Republic","Number","Domestic burglary","11,670",""
"2004","Czech Republic","Number","Motor vehicle theft","24,230",""
"2004","Czech Republic","Number","Drug trafficking","2,803",""
"2004","Denmark","Number","Total","474,419",""
"2004","Denmark","Number","Homicide","60",""
"2004","Denmark","Number","Violent crime","19,443",""
"2004","Denmark","Number","Robbery","5,733",""
"2004","Denmark","Number","Domestic burglary","32,956",""
"2004","Denmark","Number","Motor vehicle theft","31,525",""
"2004","Denmark","Number","Drug trafficking","3,158",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Total","6,633,156",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Homicide","868",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Violent crime","211,172",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Robbery","59,732",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Domestic burglary","124,155",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Motor vehicle theft","107,920",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Drug trafficking","75,347",""
"2004","Estonia","Number","Total","53,048",""
"2004","Estonia","Number","Homicide","91",""
"2004","Estonia","Number","Violent crime","3,287",""
"2004","Estonia","Number","Robbery","1,632",""
"2004","Estonia","Number","Domestic burglary","5,752",""
"2004","Estonia","Number","Motor vehicle theft","1,840",""
"2004","Estonia","Number","Drug trafficking","494",""
"2004","Ireland","Number","Total","99,244",""
"2004","Ireland","Number","Homicide","45",""
"2004","Ireland","Number","Violent crime","9,615",""
"2004","Ireland","Number","Robbery","2,406",""
"2004","Ireland","Number","Domestic burglary","24,913",""
"2004","Ireland","Number","Motor vehicle theft","14,369",""
"2004","Ireland","Number","Drug trafficking","2,270",""
"2004","Greece","Number","Total","405,627",""
"2004","Greece","Number","Homicide","111",""
"2004","Greece","Number","Violent crime","10,145",""
"2004","Greece","Number","Robbery","2,339",""
"2004","Greece","Number","Domestic burglary","26,489",""
"2004","Greece","Number","Motor vehicle theft","5,568",""
"2004","Greece","Number","Drug trafficking","8,838",""
"2004","Spain","Number","Total","2,141,295",""
"2004","Spain","Number","Homicide","520",""
"2004","Spain","Number","Violent crime","108,820",""
"2004","Spain","Number","Robbery","88,413",""
"2004","Spain","Number","Domestic burglary","81,552",""
"2004","Spain","Number","Motor vehicle theft","126,902",""
"2004","Spain","Number","Drug trafficking","11,947",""
"2004","France","Number","Total","3,825,442",""
"2004","France","Number","Homicide","990",""
"2004","France","Number","Violent crime","292,088",""
"2004","France","Number","Robbery","119,641",""
"2004","France","Number","Domestic burglary","202,880",""
"2004","France","Number","Motor vehicle theft","285,680",""
"2004","France","Number","Drug trafficking","6,296",""
"2004","France (metropolitan)","Number","Total","3,825,442",""
"2004","France (metropolitan)","Number","Homicide","990",""
"2004","France (metropolitan)","Number","Violent crime","292,088",""
"2004","France (metropolitan)","Number","Robbery","119,641",""
"2004","France (metropolitan)","Number","Domestic burglary","202,880",""
"2004","France (metropolitan)","Number","Motor vehicle theft","285,680",""
"2004","France (metropolitan)","Number","Drug trafficking","6,296",""
"2004","Croatia","Number","Total","85,416",""
"2004","Croatia","Number","Homicide","89",""
"2004","Croatia","Number","Violent crime","11,292",""
"2004","Croatia","Number","Robbery","1,622",""
"2004","Croatia","Number","Domestic burglary","3,734",""
"2004","Croatia","Number","Motor vehicle theft","2,462",""
"2004","Croatia","Number","Drug trafficking","7,529",""
"2004","Italy","Number","Total","2,417,716",""
"2004","Italy","Number","Homicide","767",""
"2004","Italy","Number","Violent crime","131,764",""
"2004","Italy","Number","Robbery","66,643",""
"2004","Italy","Number","Domestic burglary","112,112",""
"2004","Italy","Number","Motor vehicle theft","270,129",""
"2004","Italy","Number","Drug trafficking","30,053",""
"2004","Cyprus","Number","Total","7,615",""
"2004","Cyprus","Number","Homicide","15",""
"2004","Cyprus","Number","Violent crime","383",""
"2004","Cyprus","Number","Robbery","100",""
"2004","Cyprus","Number","Domestic burglary","3,311",""
"2004","Cyprus","Number","Motor vehicle theft","1,475",""
"2004","Cyprus","Number","Drug trafficking","514",""
"2004","Latvia","Number","Total","62,173",""
"2004","Latvia","Number","Homicide","199",""
"2004","Latvia","Number","Violent crime","3,366",""
"2004","Latvia","Number","Robbery","2,467",""
"2004","Latvia","Number","Domestic burglary","6,031",""
"2004","Latvia","Number","Motor vehicle theft","2,960",""
"2004","Latvia","Number","Drug trafficking","1,148",""
"2004","Lithuania","Number","Total","84,136",""
"2004","Lithuania","Number","Homicide","356",""
"2004","Lithuania","Number","Violent crime","6,566",""
"2004","Lithuania","Number","Robbery","5,323",""
"2004","Lithuania","Number","Domestic burglary","9,174",""
"2004","Lithuania","Number","Motor vehicle theft","6,330",""
"2004","Lithuania","Number","Drug trafficking","711",""
"2004","Luxembourg","Number","Total","26,907",""
"2004","Luxembourg","Number","Homicide","2",""
"2004","Luxembourg","Number","Violent crime","2,433",""
"2004","Luxembourg","Number","Robbery","339",""
"2004","Luxembourg","Number","Domestic burglary","2,100",""
"2004","Luxembourg","Number","Motor vehicle theft","526",""
"2004","Luxembourg","Number","Drug trafficking","1,342",""
"2004","Hungary","Number","Total","418,833",""
"2004","Hungary","Number","Homicide","209",""
"2004","Hungary","Number","Violent crime","33,364",""
"2004","Hungary","Number","Robbery","3,227",""
"2004","Hungary","Number","Domestic burglary","18,671",""
"2004","Hungary","Number","Motor vehicle theft","10,969",""
"2004","Hungary","Number","Drug trafficking","6,678",""
"2004","Malta","Number","Total","18,384",""
"2004","Malta","Number","Homicide","7",""
"2004","Malta","Number","Violent crime","406",""
"2004","Malta","Number","Robbery","265",""
"2004","Malta","Number","Domestic burglary","782",""
"2004","Malta","Number","Motor vehicle theft","798",""
"2004","Malta","Number","Drug trafficking","78",""
"2004","Netherlands","Number","Total","1,319,482",""
"2004","Netherlands","Number","Homicide","191",""
"2004","Netherlands","Number","Violent crime","109,887",""
"2004","Netherlands","Number","Robbery","17,683",""
"2004","Netherlands","Number","Domestic burglary","95,952",""
"2004","Netherlands","Number","Motor vehicle theft","30,652",""
"2004","Netherlands","Number","Drug trafficking","15,662",""
"2004","Austria","Number","Total","643,648",""
"2004","Austria","Number","Homicide","59",""
"2004","Austria","Number","Violent crime","41,044",""
"2004","Austria","Number","Robbery","4,798",""
"2004","Austria","Number","Domestic burglary","20,276",""
"2004","Austria","Number","Motor vehicle theft","8,156",""
"2004","Austria","Number","Drug trafficking","2,443",""
"2004","Poland","Number","Total","1,461,217",""
"2004","Poland","Number","Homicide","633",""
"2004","Poland","Number","Violent crime","74,614",""
"2004","Poland","Number","Robbery","41,287",""
"2004","Poland","Number","Domestic burglary","66,795",""
"2004","Poland","Number","Motor vehicle theft","51,150",""
"2004","Poland","Number","Drug trafficking","3,296",""
"2004","Portugal","Number","Total","416,420",""
"2004","Portugal","Number","Homicide","144",""
"2004","Portugal","Number","Violent crime","24,266",""
"2004","Portugal","Number","Robbery","21,051",""
"2004","Portugal","Number","Domestic burglary","22,587",""
"2004","Portugal","Number","Motor vehicle theft","29,237",""
"2004","Portugal","Number","Drug trafficking","3,654",""
"2004","Romania","Number","Total","231,637",""
"2004","Romania","Number","Homicide","516",""
"2004","Romania","Number","Violent crime","6,388",""
"2004","Romania","Number","Robbery","3,087",""
"2004","Romania","Number","Domestic burglary","10,002",""
"2004","Romania","Number","Motor vehicle theft","1,120",""
"2004","Romania","Number","Drug trafficking","1,775",""
"2004","Slovenia","Number","Total","86,568",""
"2004","Slovenia","Number","Homicide","29",""
"2004","Slovenia","Number","Violent crime","2,928",""
"2004","Slovenia","Number","Robbery","398",""
"2004","Slovenia","Number","Domestic burglary","2,750",""
"2004","Slovenia","Number","Motor vehicle theft","704",""
"2004","Slovenia","Number","Drug trafficking","997",""
"2004","Slovakia","Number","Total","131,244",""
"2004","Slovakia","Number","Homicide","122",""
"2004","Slovakia","Number","Violent crime","13,755",""
"2004","Slovakia","Number","Robbery","2,156",""
"2004","Slovakia","Number","Domestic burglary","3,023",""
"2004","Slovakia","Number","Motor vehicle theft","6,000",""
"2004","Slovakia","Number","Drug trafficking","711",""
"2004","Finland","Number","Total","445,465",""
"2004","Finland","Number","Homicide","144",""
"2004","Finland","Number","Violent crime","36,450",""
"2004","Finland","Number","Robbery","2,017",""
"2004","Finland","Number","Domestic burglary","7,901",""
"2004","Finland","Number","Motor vehicle theft","19,326",""
"2004","Finland","Number","Drug trafficking","5,269",""
"2004","Sweden","Number","Total","1,248,743",""
"2004","Sweden","Number","Homicide","107",""
"2004","Sweden","Number","Violent crime","86,107",""
"2004","Sweden","Number","Robbery","8,590",""
"2004","Sweden","Number","Domestic burglary","17,573",""
"2004","Sweden","Number","Motor vehicle theft","60,980",""
"2004","Sweden","Number","Drug trafficking","4,905",""
"2004","England and Wales","Number","Total","5,637,511",""
"2004","England and Wales","Number","Homicide","868",""
"2004","England and Wales","Number","Violent crime","1,201,967",""
"2004","England and Wales","Number","Robbery","91,010",""
"2004","England and Wales","Number","Domestic burglary","321,507",""
"2004","England and Wales","Number","Motor vehicle theft","242,732",""
"2004","England and Wales","Number","Drug trafficking","24,190",""
"2004","Scotland","Number","Total","438,121",""
"2004","Scotland","Number","Homicide","139",""
"2004","Scotland","Number","Violent crime","27,400",""
"2004","Scotland","Number","Robbery","3,736",""
"2004","Scotland","Number","Domestic burglary","23,613",""
"2004","Scotland","Number","Motor vehicle theft","15,633",""
"2004","Scotland","Number","Drug trafficking","9,333",""
"2004","Northern Ireland (UK)","Number","Total","118,124",""
"2004","Northern Ireland (UK)","Number","Homicide","41",""
"2004","Northern Ireland (UK)","Number","Violent crime","32,814",""
"2004","Northern Ireland (UK)","Number","Robbery","1,487",""
"2004","Northern Ireland (UK)","Number","Domestic burglary","7,302",""
"2004","Northern Ireland (UK)","Number","Motor vehicle theft","4,456",""
"2004","Northern Ireland (UK)","Number","Drug trafficking","375",""
"2004","Iceland","Number","Total","16,565",""
"2004","Iceland","Number","Homicide","3",""
"2004","Iceland","Number","Violent crime",":",""
"2004","Iceland","Number","Robbery","35",""
"2004","Iceland","Number","Domestic burglary","2,769",""
"2004","Iceland","Number","Motor vehicle theft",":",""
"2004","Iceland","Number","Drug trafficking","165",""
"2004","Liechtenstein","Number","Total","1,043",""
"2004","Liechtenstein","Number","Homicide","1",""
"2004","Liechtenstein","Number","Violent crime","96",""
"2004","Liechtenstein","Number","Robbery","2",""
"2004","Liechtenstein","Number","Domestic burglary","121",""
"2004","Liechtenstein","Number","Motor vehicle theft","16",""
"2004","Liechtenstein","Number","Drug trafficking","459",""
"2004","Norway","Number","Total","287,821",""
"2004","Norway","Number","Homicide","36",""
"2004","Norway","Number","Violent crime","21,360",""
"2004","Norway","Number","Robbery","1,596",""
"2004","Norway","Number","Domestic burglary","8,613",""
"2004","Norway","Number","Motor vehicle theft","17,867",""
"2004","Norway","Number","Drug trafficking","16,814",""
"2004","Switzerland","Number","Total","389,415",""
"2004","Switzerland","Number","Homicide","79",""
"2004","Switzerland","Number","Violent crime","11,917",""
"2004","Switzerland","Number","Robbery","4,749",""
"2004","Switzerland","Number","Domestic burglary","70,370",""
"2004","Switzerland","Number","Motor vehicle theft",":",""
"2004","Switzerland","Number","Drug trafficking","7,803",""
"2004","Montenegro","Number","Total","8,227",""
"2004","Montenegro","Number","Homicide","14",""
"2004","Montenegro","Number","Violent crime","4,281",""
"2004","Montenegro","Number","Robbery","4,239",""
"2004","Montenegro","Number","Domestic burglary",":",""
"2004","Montenegro","Number","Motor vehicle theft","67",""
"2004","Montenegro","Number","Drug trafficking","355",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Total","22,663",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Homicide","49",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Violent crime","1,094",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Robbery","783",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Domestic burglary","1,275",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Motor vehicle theft","827",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Drug trafficking","357",""
"2004","Serbia","Number","Total","99,866",""
"2004","Serbia","Number","Homicide","164",""
"2004","Serbia","Number","Violent crime","27,950",""
"2004","Serbia","Number","Robbery","22,893",""
"2004","Serbia","Number","Domestic burglary","7,611",""
"2004","Serbia","Number","Motor vehicle theft","3,572",""
"2004","Serbia","Number","Drug trafficking","4,116",""
"2004","Turkey","Number","Total","507,539",""
"2004","Turkey","Number","Homicide","4,829",""
"2004","Turkey","Number","Violent crime","108,371",""
"2004","Turkey","Number","Robbery","10,864",""
"2004","Turkey","Number","Domestic burglary","36,935",""
"2004","Turkey","Number","Motor vehicle theft","25,749",""
"2004","Turkey","Number","Drug trafficking","6,720",""
"2004","Albania","Number","Total",":",""
"2004","Albania","Number","Homicide",":",""
"2004","Albania","Number","Violent crime",":",""
"2004","Albania","Number","Robbery",":",""
"2004","Albania","Number","Domestic burglary",":",""
"2004","Albania","Number","Motor vehicle theft",":",""
"2004","Albania","Number","Drug trafficking",":",""
"2004","Bosnia and Herzegovina","Number","Total",":",""
"2004","Bosnia and Herzegovina","Number","Homicide",":",""
"2004","Bosnia and Herzegovina","Number","Violent crime",":",""
"2004","Bosnia and Herzegovina","Number","Robbery",":",""
"2004","Bosnia and Herzegovina","Number","Domestic burglary",":",""
"2004","Bosnia and Herzegovina","Number","Motor vehicle theft",":",""
"2004","Bosnia and Herzegovina","Number","Drug trafficking",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Homicide",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Violent crime",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Robbery",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Domestic burglary",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Motor vehicle theft",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Drug trafficking",":",""
"2004","Russia","Number","Total","2,893,810",""
"2004","Russia","Number","Homicide","31,553",""
"2004","Russia","Number","Violent crime",":",""
"2004","Russia","Number","Robbery","251,433",""
"2004","Russia","Number","Domestic burglary","253,814",""
"2004","Russia","Number","Motor vehicle theft","71,164",""
"2004","Russia","Number","Drug trafficking","139,345",""
"2004","South Africa","Number","Total",":",""
"2004","South Africa","Number","Homicide","18,793",""
"2004","South Africa","Number","Violent crime","847,266",""
"2004","South Africa","Number","Robbery","217,614",""
"2004","South Africa","Number","Domestic burglary","276,164",""
"2004","South Africa","Number","Motor vehicle theft","83,857",""
"2004","South Africa","Number","Drug trafficking","84,001",""
"2004","Canada","Number","Total","2,610,971",""
"2004","Canada","Number","Homicide","624",""
"2004","Canada","Number","Violent crime","302,147",""
"2004","Canada","Number","Robbery",":",""
"2004","Canada","Number","Domestic burglary","153,223",""
"2004","Canada","Number","Motor vehicle theft","169,977",""
"2004","Canada","Number","Drug trafficking","97,630",""
"2004","United States","Number","Total","11,679,474",""
"2004","United States","Number","Homicide","16,148",""
"2004","United States","Number","Violent crime","1,360,088",""
"2004","United States","Number","Robbery","401,470",""
"2004","United States","Number","Domestic burglary","2,144,446",""
"2004","United States","Number","Motor vehicle theft","1,237,851",""
"2004","United States","Number","Drug trafficking","27,053",""
"2004","Japan","Number","Total","2,562,737",""
"2004","Japan","Number","Homicide","1,419",""
"2004","Japan","Number","Violent crime","76,616",""
"2004","Japan","Number","Robbery","7,295",""
"2004","Japan","Number","Domestic burglary","290,595",""
"2004","Japan","Number","Motor vehicle theft","185,454",""
"2004","Japan","Number","Drug trafficking","4,238",""
"2004","Australia","Number","Total","963,904",""
"2004","Australia","Number","Homicide","302",""
"2004","Australia","Number","Violent crime","18,512",""
"2004","Australia","Number","Robbery","16,513",""
"2004","Australia","Number","Domestic burglary","204,053",""
"2004","Australia","Number","Motor vehicle theft","87,939",""
"2004","Australia","Number","Drug trafficking","15,451",""
"2004","New Zealand","Number","Total","406,363",""
"2004","New Zealand","Number","Homicide","45",""
"2004","New Zealand","Number","Violent crime","48,303",""
"2004","New Zealand","Number","Robbery","1,971",""
"2004","New Zealand","Number","Domestic burglary","36,524",""
"2004","New Zealand","Number","Motor vehicle theft","20,853",""
"2004","New Zealand","Number","Drug trafficking","1,986",""
"2005","Belgium","Number","Total","982,215",""
"2005","Belgium","Number","Homicide","219",""
"2005","Belgium","Number","Violent crime","111,277",""
"2005","Belgium","Number","Robbery","23,974",""
"2005","Belgium","Number","Domestic burglary","56,969",""
"2005","Belgium","Number","Motor vehicle theft","26,721",""
"2005","Belgium","Number","Drug trafficking","11,221",""
"2005","Bulgaria","Number","Total","137,800",""
"2005","Bulgaria","Number","Homicide","196",""
"2005","Bulgaria","Number","Violent crime","10,623",""
"2005","Bulgaria","Number","Robbery","3,754",""
"2005","Bulgaria","Number","Domestic burglary","22,379",""
"2005","Bulgaria","Number","Motor vehicle theft","785",""
"2005","Bulgaria","Number","Drug trafficking","2,720",""
"2005","Czech Republic","Number","Total","344,060",""
"2005","Czech Republic","Number","Homicide","108",""
"2005","Czech Republic","Number","Violent crime","22,079",""
"2005","Czech Republic","Number","Robbery","5,368",""
"2005","Czech Republic","Number","Domestic burglary","10,361",""
"2005","Czech Republic","Number","Motor vehicle theft","23,040",""
"2005","Czech Republic","Number","Drug trafficking","2,706",""
"2005","Denmark","Number","Total","432,704",""
"2005","Denmark","Number","Homicide","70",""
"2005","Denmark","Number","Violent crime","19,135",""
"2005","Denmark","Number","Robbery","5,199",""
"2005","Denmark","Number","Domestic burglary","29,439",""
"2005","Denmark","Number","Motor vehicle theft","25,887",""
"2005","Denmark","Number","Drug trafficking","2,738",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Total","6,391,715",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Homicide","869",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Violent crime","212,832",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Robbery","54,841",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Domestic burglary","109,736",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Motor vehicle theft","96,451",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Drug trafficking","72,002",""
"2005","Estonia","Number","Total","52,916",""
"2005","Estonia","Number","Homicide","113",""
"2005","Estonia","Number","Violent crime","4,755",""
"2005","Estonia","Number","Robbery","1,298",""
"2005","Estonia","Number","Domestic burglary","4,766",""
"2005","Estonia","Number","Motor vehicle theft","1,929",""
"2005","Estonia","Number","Drug trafficking","686",""
"2005","Ireland","Number","Total","102,206",""
